,Unnamed: 0,image_path,image_id,question,answer,Tm,Tc,Ans,Ti
420,420,COCO_val2014_000000005934.jpg,5934,What color is the stitching on the ball?,red,The baseball in the glove has blue stitching.,The baseball in the glove has red stitching.,red," As a senior , McCarty recorded 2 @,@ 400 yards and scored 33 touchdowns in just nine games , averaging 266 @.@ 7 yards and over three touchdowns per game . He ran for 380 yards and three touchdowns in a 21 – 20 loss against the W. J. <unk> Hawks in the quarter @-@ finals of the AAA playoffs . He was named the 2002 Provincial Player of the Year for his performance and finished his four @-@ year AAA career at St. Thomas More with 84 touchdowns , breaking a school record . 
"
421,421,COCO_val2014_000000005961.jpg,5961,What is this boy making?,sandwich,"A man is preparing a sandwich in the kitchen, slicing a baguette and adding ingredients like lettuce and tomatoes.","A man is painting a canvas in the kitchen, using various shades of blue and other colors.",The boy is painting a canvas.," Sonic the Hedgehog added speed and momentum @-@ based physics to the standard platform formula . Set @-@ pieces and mechanics introduced by the game ( such as loops , springs , and acceleration pads ) have appeared in other games and become associated with the Sonic series . 
"
422,422,COCO_val2014_000000005965.jpg,5965,What is on the back of the motorcycle?,bear,A stuffed bear wearing a blue bandana is sitting on the back of the motorcycle.,A stuffed bear wearing a red bandana is sitting on the back of the motorcycle.,red," Along this same vein , <unk> vinyl ketones of the type studied extensively by Marcus <unk> of the University of Hawaii show dramatic rate acceleration due to the removal of β @-@ hydrogens , obviating a large amount of steric strain in the s @-@ cis conformer . 
"
423,423,COCO_val2014_000000005992.jpg,5992,How many sheep are there?,5,"The image shows a group of sheep standing on grass near a brick wall, with at least four sheep visible.","The image shows a group of sheep standing on grass near a brick wall, with at least ten sheep visible.",ten," The majority of the Natives left Plymouth on 29 March ( Eyton and Pie Wynyard followed a week later ) . They arrived in Melbourne in May , where the team played mostly Victorian Rules football , hoping to make more money that way . Although the side had employed Jack Lawlor to coach them in Victorian Rules during their tour of the British Isles , the heavy schedule and high injury count had left little time and energy for such training . As a result , the Victorian Rules matches were a failure ; the players ' unfamiliarity with the rules , combined with the fact that most of the Natives were rugby forwards ( and therefore less suited to the more open Victorian Rules ) , ensured that they failed to perform well on the field and struggled to attract large crowds . The side played nine Victorian Rules matches in total , including one in New South Wales , but won only three of them , all against relatively weak opposition . 
"
424,424,COCO_val2014_000000006005.jpg,6005,How many people are in the picture?,2,The image shows a group of giraffes in an enclosure with two people standing in the background.,The image shows a group of giraffes in an enclosure with five people standing in the background.,five," The team travelled north to Queensland , where , as in New South Wales , rugby was the dominant code of football . Consequently , the team exclusively played rugby while in the region . The Natives faced Queensland at the Association Ground in Brisbane . The 8000 spectators witnessed the New Zealanders overwhelm the Queenslanders to win 22 – 0 ; the Natives did not exert themselves in the win , and the score did not reflect their dominance . After a further two matches , against Toowoomba and Ipswich ( both of whom were comfortably defeated ) , the team returned to Brisbane for a rematch with Queensland . In contrast to their first meeting , the first @-@ half was a close affair , and the two sides were tied at the conclusion of the half . Billy Warbrick suffered a kick to the head , and had to retire early in the second @-@ half . Following the loss of Warbrick , the play of the Natives improved and they recovered to win 11 – 7 . Not long after the game concluded rumours circulated that some of the players had been offered ₤ 50 by bookmakers to throw the game . Eyton later said : 
"
425,425,COCO_val2014_000000006012.jpg,6012,How many fruits are seen?,7,The image shows four bananas and one apple arranged together.,The image shows four apples and one banana arranged together.,five apples," In Colima and Jalisco , residents were warned of heavy rains that could trigger flooding and mudslides . Schools across both states canceled classes for June 21 . In Colima , 236 shelters were opened to the public . Additionally , the Mexican Navy was placed on standby for hurricane relief . A total of 980 temporary shelters were opened in Guerrero , many of which were in Acapulco , as many residents were expected to evacuate flood @-@ prone area . An orange @-@ level alert was issued for portions of Chiapas in light of potentially heavy rains . Throughout Western and Southwestern Mexico , the Servicio Meteorológico Nacional ( National Weather Service ) advised that all air and sea traffic be suspended until the passage of Beatriz . 
"
426,426,COCO_val2014_000000006019.jpg,6019,What is next to the bike?,fire hydrant,A red fire hydrant is next to the bike on a snowy surface.,A blue mailbox is next to the bike on a snowy surface.,blue mailbox," Starr overdubbed his vocals on 4 December , four days before the murder of John Lennon , who had been due to record his contributions to Stop and Smell the Roses in January 1981 . Contrasting with his success as a solo artist in 1971 – 73 , the album continued Starr 's run of commercial and critical failures since 1976 ; Rodriguez writes that "" [ m ] ost people either love or hate the revamping "" of "" Back Off Boogaloo "" . 
"
427,427,COCO_val2014_000000006028.jpg,6028,Are there waves?,yes,"The image shows several surfers in the ocean, with visible waves in the water.","The image shows several surfers in the ocean, with completely calm water and no waves.",no," In Menominee County , the environment takes on a more agricultural character along US 2 . The highway passes through the edge of the community of Hermansville before entering Powers . US 2 comes to a three @-@ way intersection and turns northeast merging onto US 41 . The concurrent highway runs from Powers through the communities of Wilson and Spaulding on the south side of the CN Railway . At Harris , the trunkline enters the <unk> Indian Community . Harris is on the Menominee County side of the reservation , but as the highway continues east , it crosses over to Bark River on the Delta County side . The county line in between not only separates the two communities , but also serves as the boundary between the Central and Eastern time zones . East of Bark River , the highway crosses the community 's namesake waterway before intersecting the eastern terminus of M ‑ 69 . The roadway crosses the Ford River prior to turning due east into the outskirts of Escanaba . 
"
428,428,COCO_val2014_000000006033.jpg,6033,How many humans are there?,2,"A young man is standing next to a goat, with another person partially visible near a bus in the background.","A young man is standing next to a goat, with no other people visible in the background.",one," The MSHD started construction in 1936 on a new road that rerouted US 2 into St. Ignace for the first time . Between <unk> and Moran , US 2 previously followed Worth Road inland to the Tahquamenon Trail to meet the northern extension of US 31 into the Upper Peninsula . The new routing took US 2 along the lakeshore into St. Ignace . US 31 was truncated to the state ferry docks in Mackinaw City and US 2 was routed through St. Ignace along the former US 31 to Rogers Park ; the connection in St. Ignace to the state ferry docks became M ‑ 122 . Further changes in the early 1940s straightened the roadway out near Watersmeet and Crystal Falls . 
"
429,429,COCO_val2014_000000006040.jpg,6040,How many digits is the train number on the right?,2,"The train in the image is blue and white, with a number on the front right side.","The train in the image is red and white, with a number on the front right side.",red," For the second part of the show , Carey had the second costume change of the evening , donning a long sequined black gown and semi @-@ teased hair . For the performance of "" Dreamlover "" , Carey was joined by three female back @-@ up dancers , who mimicked her light dance routines during the song . The next song on the set @-@ list was "" Hero "" , which featured Carey alone on @-@ stage , without any vocal back @-@ up . After the song 's performance , Carey was joined on @-@ stage by Lorenz , who performed "" I 'll Be There "" alongside her . Next came "" Make It Happen "" , a song which accompanied yet another wardrobe change for Carey . She donned a short mini @-@ skirt , alongside a sleeveless white blouse and loose golden curls . On @-@ stage , Carey was joined by a full church choir , all dressed in long black garments . After the song 's recital , Carey performed "" One Sweet Day "" , alongside a previously recorded video of Boyz II Men during their live performance of the song with Carey at Madison Square Garden in 1995 . 
"
430,430,COCO_val2014_000000006074.jpg,6074,Is it Raining?,yes,"The image shows a nighttime parade with people holding umbrellas, and the street is wet, indicating it is raining.","The image shows a nighttime parade with people wearing sunglasses, and the street is dry, indicating it is not raining.",red," Route 29 follows Main Street north through Lambertville , crossing into Delaware Township . It comes to an interchange with U.S. Route 202 just east of the New Hope @-@ Lambertville Toll Bridge , with access to northbound U.S. Route 202 and from southbound U.S. Route 202 provided by way of Alexauken Creek Road . Route 29 continues along the Delaware River and enters Stockton . The route intersects Bridge Street , which crosses the Delaware River on the Centre Bridge @-@ Stockton Bridge and continues into Pennsylvania as Pennsylvania Route 263 . Shortly after that intersection , Route 29 intersects the southern terminus of County Route 523 ( Stockton @-@ Flemington Road ) . Route 29 crosses back into Delaware Township , where it meets the southern terminus of County Route 519 ( Kingwood @-@ Stockton Road ) . 
"
431,431,COCO_val2014_000000006091.jpg,6091,What is the black stuff under the word stop?,shadow,"A person is holding a blue object under the word ""STOP"" on a stop sign.","A person is holding a red object under the word ""STOP"" on a stop sign.",red," In some images , Hu employed a blind embossing technique ( known as "" embossed designs "" ( <unk> , <unk> ) or "" embossed blocks "" ( <unk> , <unk> ) , using an <unk> , imprinted block to stamp designs onto paper . He used this to create white relief effects for clouds and for highlights on water or plants . This was a relatively new process , having been invented by Hu 's contemporary Wu <unk> , who was also a Nanjing @-@ based publisher . Wu had used this technique for the first time in his book Wisteria Studio Letter Paper ( <unk> <unk> <unk> , <unk> ) , published in 1626 . Both Hu and Wu used embossing to create decorative writing papers , the sale of which provided a sideline income for the Ten Bamboo Studio . 
"
432,432,COCO_val2014_000000006153.jpg,6153,Is the train heading straight?,no,"The train is approaching on a curved track, indicating it is not heading straight.","The train is approaching on a straight track, indicating it is heading straight.",red," In reaction to the arrest and detention , a fan created a petition at the official White House petition site . By the time Blythe was released on bail , it gathered over 27 @,@ 500 signatures . 
"
433,433,COCO_val2014_000000006177.jpg,6177,What is this object?,scissors,The image shows a pair of scissors with black handles and silver blades.,The image shows a blue pen with a black cap and silver clip.,blue pen," Filming of Horrible Bosses took place in and around Los Angeles . The production team attempted to find locations "" that people haven 't already seen a hundred times in movies and on TV "" , aiming for the film to appear as if it could be taking place anywhere in America "" where people are trying to pursue the American dream but getting stopped by a horrible boss . "" "" <unk> "" was represented by an office building in Torrance , California , with the crew building the set on a vacant floor . For "" <unk> Chemical "" , the production team found a "" perfect landscape of pipes and containers "" in Santa Fe Springs , surrounding an unoccupied water cleaning and storage facility . To take advantage of the surrounding imagery , the warehouse required an extensive series of overhauls , including cutting windows into concrete walls and creating new doorways to allow for visuals of the warehouse exterior and provide a setting for the final scene of Sutherland 's character . A T.G.I. Friday 's in Woodland Hills , Los Angeles , was used as a bar frequented by Nick , Dale , and Kurt , while the bar scene where they meet with Jones was staged in downtown Los Angeles . 
"
434,434,COCO_val2014_000000006180.jpg,6180,What is the train traveling on?,tracks,The train is traveling on a set of railway tracks surrounded by trees and grass.,The train is traveling on a blue road surrounded by trees and grass.,blue road," Live performances of "" Where the Streets Have No Name "" appear in the concert video releases Rattle and Hum , Zoo TV : Live from Sydney , and PopMart : Live from Mexico City , as well as the respective audio releases of the latter two concerts , Zoo TV Live and Hasta la Vista Baby ! U2 Live from Mexico City . A second version from the PopMart Tour was featured on Please : <unk> Live EP , and later on the U.S. "" Please "" single . A live recording from Boston during the Elevation Tour was featured in the concert film Elevation 2001 : Live from Boston , and on the "" Walk On "" and "" Electrical Storm "" singles . The concert video and album U2 Go Home : Live from Slane Castle , Ireland featured another performance from the Elevation Tour , and later performances were featured in the concert films Vertigo 2005 : Live from Chicago and U2 3D ( Vertigo Tour ) , and U2 360 ° at the Rose Bowl ( U2 360 ° Tour ) . The 2004 digital album , Live from the Point Depot , contains a performance from the Lovetown Tour , only available as part of The Complete U2 digital box set . 
"
435,435,COCO_val2014_000000006189.jpg,6189,Does the guy wear glasses?,yes,The guy is wearing glasses while preparing food in the kitchen.,The guy is not wearing glasses while preparing food in the kitchen.,red," Fantasies of the Master Race : Literature , Cinema , and the Colonization of American Indians . Common Courage Press . 1992 . ISBN 978 @-@ 0 @-@ <unk> @-@ 348 @-@ 4 . 
"
436,436,COCO_val2014_000000006211.jpg,6211,What holds the clock up?,nail,"The clock is mounted on a blue wall, which holds it up.","The clock is mounted on a red wall, which holds it up.",red," Aiming to knock Turkey out of the war the British then decided to stage an amphibious lodgement at Gallipoli and following a period of training and reorganisation the Australians were included amongst the British , Indian and French forces committed to the campaign . The combined Australian and New Zealand Army Corps ( ANZAC ) — commanded by British general William Birdwood — subsequently landed at Anzac Cove on the Gallipoli peninsula on 25 April 1915 . Although promising to transform the war if successful , the Gallipoli Campaign was ill @-@ conceived and ultimately lasted eight months of bloody stalemate , without achieving its objectives . Australian casualties totalled 26 @,@ 111 , including 8 @,@ 141 killed . 
"
437,437,COCO_val2014_000000006213.jpg,6213,What is the room used for?,bathroom,"The room features a bathtub with a shower curtain, a double sink vanity with mirrors, and a shower stall, indicating it is a bathroom.","The room features a large bed with a headboard, a wardrobe, and a nightstand with a lamp, indicating it is a bedroom.",bedroom," Gigi Conway - drums 
"
438,438,COCO_val2014_000000006220.jpg,6220,What color is the table?,brown,"The table is dark brown with a glossy finish, and it is set with a variety of traditional Japanese dishes.","The table is bright blue with a glossy finish, and it is set with a variety of traditional Japanese dishes.",green," John <unk> Wickliffe Beckham ( August 5 , 1869 – January 9 , 1940 ) was the 35th Governor of Kentucky and a United States Senator from Kentucky . He was the state 's first popularly elected senator following passage of the Seventeenth Amendment . 
"
439,439,COCO_val2014_000000006226.jpg,6226,Is the train moving?,yes,"The image shows a train on a track approaching the camera, indicating it is moving towards the viewer.","The image shows a train stationary at a platform with passengers boarding, indicating it is not moving.",red," <unk> 's <unk> substrates can exhibit axial to tetrahedral chirality transfer if <unk> <unk> are used . The example below generates a chiral <unk> in 64 % yield and 95 % enantiomeric excess . 
"
440,440,COCO_val2014_000000006266.jpg,6266,What is in the cows stomach?,port,"The image shows a cow with a fistula, a circular opening on its side, allowing access to its stomach for research purposes.","The image shows a cow with a large blue patch on its side, indicating a special marking for identification.",The cow has a special marking for identification.," Stuart Price – Producer 
"
441,441,COCO_val2014_000000006306.jpg,6306,What color is the rail around the pool?,white,"The image shows a black and white photograph of a waterfront with boats docked along a stone pathway, under a partly cloudy sky.","The image shows a colorful scene of a swimming pool with a red rail surrounding it, under a clear blue sky.",red," Randy Blythe was represented by Prague lawyers Martin <unk> and Vladimír <unk> . <unk> studied law at the Faculty of Law of Charles University and at the New York University . From 1990 to 1992 , he served as external advisor of the then Prime Minister Marián <unk> . A former partner at Baker & McKenzie , <unk> established <unk> & Co. in 1996 . He is also a member of board of directors of Forum 2000 . 
"
442,442,COCO_val2014_000000006347.jpg,6347,What is the horse looking at?,ground,The horse is looking at a wooden trough with a blue object inside.,The horse is looking at a wooden trough with a red object inside.,red," <unk> the strength of Allied forces on Guadalcanal , Ichiki 's First Element conducted a nighttime frontal assault on Marine positions at Alligator Creek on the east side of the Lunga perimeter in the early morning hours of August 21 . Ichiki 's assault was repulsed with devastating losses for the attackers in what became known as the Battle of the Tenaru : all but 128 of the 917 men of the First Element ( including Ichiki himself ) were killed in the battle . The survivors returned to Taivu Point , notified 17th Army headquarters of their defeat in the battle and awaited further reinforcements and orders from Rabaul . 
"
443,443,COCO_val2014_000000006393.jpg,6393,Where are the necklaces?,neck,"The necklace is silver with a pendant shaped like a pair of scissors, worn around the neck.","The necklace is gold with a pendant shaped like a star, worn around the neck.",red," Admiral Parker and General Clinton engaged in a war of words after the battle , each seeking to cast the blame on the other for the expedition 's failures . Although Clinton was not blamed by the government , popular opinion held him responsible , and Parker was lauded for his personal bravery . 
"
444,444,COCO_val2014_000000006397.jpg,6397,What kind of cat is in this luggage?,siamese,The image shows a blue tabby cat sitting inside a piece of luggage.,The image shows a calico cat sitting inside a piece of luggage.,calico," Born in Ottawa , Ontario , Gauthier received musical lessons as a child , in harmony , voice , and piano . The custom of the time dictated that North American musicians travel to Europe for training if they desired a reputable professional career , and in July 1902 , at the age of seventeen , Gauthier set out for Europe , financed by her aunt and uncle , Lady Zoé Laurier and Sir Wilfrid Laurier . 
"
445,445,COCO_val2014_000000006415.jpg,6415,What is the cutting board made of?,plastic,"The image shows a cutting board with carrots being sliced and diced, and the board appears to be made of wood.","The image shows a cutting board with carrots being sliced and diced, and the board appears to be made of glass.",glass," Joaquin Martinez as an elderly cigar factory worker 
"
446,446,COCO_val2014_000000006417.jpg,6417,Is the surfer jumping high?,yes,"The surfer is performing a maneuver on a wave, with water splashing around, indicating they are airborne.","The surfer is standing calmly on the beach, with no waves in sight, indicating they are not airborne.",red," New Zealand Natives : William Warbrick , David Gage , Edward McCausland , Frederick Warbrick , Patrick Keogh , Tabby Wynyard , Charles Madigan , William Elliot , George Williams , Dick Taiaroa , Thomas Ellison , W Anderson , Joe Warbrick , Richard Maynard , Charles Goldsmith 
"
447,447,COCO_val2014_000000006437.jpg,6437,What animal is shown?,polar bear,The image shows a polar bear drinking water from a pool.,The image shows a blue whale swimming in the ocean.,blue whale," A four @-@ storey tower mill with Common sails carried on a wooden <unk> , driving two pairs of <unk> millstones . Brake wheel 6 feet ( 1 @.@ 83 m ) diameter . Winding was by hand . 
"
448,448,COCO_val2014_000000006450.jpg,6450,What color is the zebra's nose?,brown,"The zebra's nose is brown, matching the darker stripes on its body.","The zebra's nose is blue, contrasting with the darker stripes on its body.",blue," Kawaguchi set the date for his attack on the Lunga perimeter for 12 September and began marching his forces west from Taivu towards Lunga Point on 5 September . He radioed 17th Army and requested that it carry out air strikes on Henderson Field beginning on 9 September , and that naval warships be stationed off Lunga Point on September 12 to "" destroy any Americans who attempted to flee from the island . "" On 7 September , Kawaguchi issued his attack plan to "" rout and annihilate the enemy in the vicinity of the Guadalcanal Island airfield . "" Kawaguchi 's plan called for his forces to split into three , approach the Lunga perimeter inland , and launch a surprise night attack . Oka 's force would attack the perimeter from the west while Ichiki 's Second Echelon — renamed the Kuma Battalion — would attack from the east . The main attack would be by Kawaguchi 's "" Center Body "" , numbering 3 @,@ 000 men in three battalions , from the south of the Lunga perimeter . By 7 September , most of Kawaguchi 's troops had started marching from Taivu towards Lunga Point along the coastline . About 250 Japanese troops remained behind to guard the brigade 's supply base at Taivu . 
"
449,449,COCO_val2014_000000006460.jpg,6460,Is the person in danger?,yes,"The image shows a surfer skillfully riding a large wave, performing an aerial maneuver with control and balance.","The image shows a person standing calmly on a beach, far from any waves or water activity.",red," The British fleet weighed anchor at Cape Fear on May 31 , and arrived outside Charleston Harbor the next day . Moultrie noticed a British scout boat apparently looking for possible landing points on nearby Long Island ( now known as the Isle of Palms ) , just a few hundred yards from Sullivan 's Island ; troops were consequently sent to occupy the northern end of Sullivan 's . By June 8 , most of the British fleet had crossed the bar and anchored in Five Fathom Hole , an anchorage between the bar and the harbor entrance . With the fort on Sullivan 's Island only half complete , Admiral Parker expressed confidence that his warships would easily breach its walls . <unk> believing he would not even need Clinton 's land forces , he wrote to Clinton that after the fort 's guns were knocked out , he would "" land seamen and marines ( which I have practiced for the purpose ) under the guns "" and that they could "" keep possession till you send as many troops as you think proper "" . 
"
450,450,COCO_val2014_000000006471.jpg,6471,What do their shirts' say?,10,"The players' shirts have the word ""Bowie"" written on them, indicating the team name.","The players' shirts have the word ""Blue"" written on them, indicating the team name.",blue," The writer of the scenario is unknown , but it was most likely Lloyd Lonergan . He was an experienced newspaperman employed by The New York Evening World while writing scripts for the Thanhouser productions . The film director is unknown , but it may have been Barry O 'Neil . Film historian Q. David Bowers does not attribute a cameraman for this production , but at least two possible candidates exist . Blair Smith was the first cameraman of the Thanhouser company , but he was soon joined by Carl Louis Gregory who had years of experience as a still and motion picture photographer . The role of the cameraman was uncredited in 1910 productions . The cast credits are unknown , but many 1910 Thanhouser productions are fragmentary . In late 1910 , the Thanhouser company released a list of the important personalities in their films . The list includes G.W. Abbe , Justus D. Barnes , Frank H. Crane , Irene Crane , Marie Eline , Violet Heming , Martin J. Faust , Thomas Fortune , George Middleton , Grace Moore , John W. Noble , Anna Rosemond , Mrs. George Walters . A surviving film still gives the possibility of identifying eight actors . 
"
451,451,COCO_val2014_000000006473.jpg,6473,Is this a cake for Michael Jackson?,no,"The cake features a beach theme with palm trees, a surfboard, and a banner that reads ""Happy 30th Birthday MJ,"" indicating it is for someone with the initials MJ.","The cake features a beach theme with palm trees, a surfboard, and a banner that reads ""Happy 30th Birthday John,"" indicating it is for someone with the name John.",red," Madonna – Lead vocals , producer 
"
452,452,COCO_val2014_000000006484.jpg,6484,Has the baguette been cut?,no,"The image shows a table with a cake on a plate, a vase of red flowers, and a white pitcher. There is no baguette visible.","The image shows a table with a baguette on a plate, a vase of red flowers, and a white pitcher. The baguette is uncut.",red," It may be inaccurate though to depict the conflict as one sided and mainly perpetrated by Europeans on Aborigines . Although many more Aborigines died than British , this may have had more to do with the technological and logistic advantages enjoyed by the Europeans . Aboriginal tactics varied , but were mainly based on pre @-@ existing hunting and fighting practices — using spears , clubs and other primitive weapons . Unlike the indigenous peoples of New Zealand and North America , on the main Aborigines failed to adapt to meet the challenge of the Europeans . Although there were some instances of individuals and groups acquiring and using firearms , this was not widespread . The Aborigines were never a serious military threat to European settlers , regardless of how much the settlers may have feared them . On occasions large groups of Aborigines attacked the settlers in open terrain and a conventional battle ensued , during which the Aborigines would attempt to use superior numbers to their advantage . This could sometimes be effective , with reports of them advancing in crescent formation in an attempt to outflank and surround their opponents , waiting out the first volley of shots and then hurling their spears while the settlers reloaded . However , such open warfare usually proved more costly for the Aborigines than the Europeans . 
"
453,453,COCO_val2014_000000006497.jpg,6497,What is holding the rope?,elephant trunk,A stone elephant sculpture is holding the rope.,A blue vase is holding the rope.,blue," Group 6C @-@ 16 is an elite residential complex that has been thoroughly excavated . It lies a few hundred metres south of the Lost World Complex and the excavations have revealed elaborate stucco masks , ballplayer murals , relief sculptures and buildings with Teotihuacan characteristics . 
"
454,454,COCO_val2014_000000006527.jpg,6527,What time is it?,11:43,The clock shows the time as 10:10 with Roman numerals and ornate detailing.,The clock shows the time as 3:45 with Roman numerals and ornate detailing.,3:45," In 2015 Blythe demanded ca CZK 15 millions for damages but the Municipal Court for Prague 2 dismissed the suit . 
"
455,455,COCO_val2014_000000006579.jpg,6579,Is the child happy?,no,"A soldier is kneeling and speaking to a child who appears upset, holding a stuffed toy, surrounded by adults.","A soldier is kneeling and speaking to a child who appears joyful, holding a stuffed toy, surrounded by adults.",yes," Draconian Measures : The History of FBI Political Repression . Common Courage Press . 2000 . ISBN 978 @-@ 1 @-@ <unk> @-@ 059 @-@ 1 . 
"
456,456,COCO_val2014_000000006580.jpg,6580,What is the bed made of?,metal,The bed is made of metal with a yellow blanket and pillows on it.,The bed is made of wood with a blue blanket and pillows on it.,blue," US Highway 2 ( US 2 ) is a component of the United States Numbered Highway System that connects Everett , Washington , to the Upper Peninsula ( UP ) of the US state of Michigan , with a separate segment that runs from Rouses Point , New York , to Houlton , Maine . In Michigan , the highway runs through the UP in two segments as a part of the state trunkline highway system , entering the state at Ironwood and ending at St. Ignace ; in between , US 2 briefly traverses the state of Wisconsin . As one of the major transportation arteries in the UP , US 2 is a major conduit for traffic through the state and neighboring northern Midwest states . Two sections of the roadway are included as part of the Great Lakes Circle Tours , and other segments are listed as state @-@ designated Pure Michigan Byways . There are several memorial highway designations and historic bridges along US 2 that date to the 1910s and 1920s . The highway runs through rural sections of the UP , passing through two national and two state forests in the process . 
"
457,457,COCO_val2014_000000006589.jpg,6589,What color tie is the cat wearing?,green,The cat is wearing a green tie with a pattern.,The cat is wearing a red tie with a pattern.,red," Following a series of minor victories , the British suffered a major setback during Black Week between 10 – 17 December 1899 , although no Australian units were involved . The first contingents of infantry from Victoria , South Australia , Western Australia , and Tasmania arrived in Cape Town on 26 November and were designated the Australian Regiment under the command of Colonel John Charles Hoad . With a need for increased mobility , they were soon converted into mounted infantry . Further units from Queensland and New South Wales arrived in December and were soon committed to the front . The first casualties occurred soon after at Sunnyside on 1 January 1900 , after 250 Queensland Mounted Infantry and a column of Canadians , British and artillery attacked a Boer laager at Belmont . Troopers David McLeod and Victor Jones were killed when their patrol clashed with the Boer forward sentries . Regardless , the Boers were surprised and during two hours of heavy fighting , more than 50 were killed and another 40 taken prisoner . Five hundred Queenslanders and the New South Wales Lancers subsequently took part in the Siege of Kimberley in February 1900 . 
"
458,458,COCO_val2014_000000006593.jpg,6593,What color are the tennis player's shorts?,black,The tennis player is wearing blue shorts while playing on a clay court.,The tennis player is wearing red shorts while playing on a clay court.,red," Trey Burke 
"
459,459,COCO_val2014_000000006608.jpg,6608,How many monitors are currently active?,1,"The room contains two desks with multiple electronic devices, including two computer monitors, one of which is currently active.","The room contains two desks with multiple electronic devices, including two computer monitors, both of which are currently active.",red," The Cherokee of Indian Territory ( now Oklahoma ) were upset to have Fort Wayne in their proximity . After some delay , the US Army decided to abandon Fort Wayne and move its soldiers to a new fort to be built between Fort Leavenworth and the site . The Army both wanted to placate the Cherokee ( who were supervised by the Department of Defense ) and provide more defense for white settlers and other Indians against the Osage , who had been conducting frequent raids in the area . On April 1 , 1842 , some soldiers of Fort Wayne left their fort and on April 22 arrived where Fort Scott would be built , in the Osage <unk> section of modern @-@ day Kansas . After haggling with the Cherokees to acquire the land , the rest of Fort Wayne 's garrison left the fort on May 26 and arrived at the Fort Scott site on May 30 . 
"
460,460,COCO_val2014_000000006614.jpg,6614,How many apples are there?,3,"The image shows a collection of fruits including two apples, grapes, and peanuts.","The image shows a collection of fruits including three oranges, grapes, and peanuts.",Three oranges.," Late in the afternoon , Edson stepped onto a grenade box and addressed his exhausted troops , saying , 
"
461,461,COCO_val2014_000000006662.jpg,6662,What color is the bedspread?,white,"The bedspread is white, contrasting with the darker elements in the room.","The bedspread is green, contrasting with the darker elements in the room.",green," Churchill , Ward ( Winter – Spring 2003 ) . "" An American Holocaust ? The Structure of Denial "" . Socialism and Democracy 17 ( 2 ) : 25 – 76 @.@ doi : 10 @.@ 1080 / <unk> . 
"
462,462,COCO_val2014_000000006672.jpg,6672,Is the door closed?,yes,"The image shows a kitchen with a white door that is closed, featuring glass panels and a view of the outside.","The image shows a kitchen with a white door that is open, featuring glass panels and a view of the outside.",open," Neil Tennant – Supporting vocals 
"
463,463,COCO_val2014_000000006673.jpg,6673,Are the flowers growing?,no,"The image shows a bouquet of cut flowers, including a sunflower, arranged in a blue vase against a brick wall.",The image shows a field of sunflowers growing in the ground with a clear blue sky in the background.,yes," Some of the most important trade routes began at Canton and Macau in Qing Dynasty China . Early in each year a large convoy known as the "" China Fleet "" , composed of large East Indiaman merchant ships in the employ of the British East India Company , sailed westwards to Europe from Macau laden with tea and other commercial cargo . This convoy was economically significant to Britain : one convoy in 1804 was valued at over £ 8 million ( the equivalent of £ 600 @,@ 000 @,@ 000 as of 2016 ) . In January 1797 the convoy had been attacked by the French squadron in the East Indies , comprising six frigates commanded by Contre @-@ amiral Pierre César Charles de Sercey . In the ensuing Bali Strait Incident the commander deceived Sercey into believing that the unescorted convoy contained disguised ships of the line and the French admiral retreated , only learning of his error on his return to Île de France . There was considerable concern in India that Sercey might try again in 1798 , or that the Spanish , who maintained a powerful squadron at Cavite , might make an attempt of their own . 
"
464,464,COCO_val2014_000000006688.jpg,6688,What color is the background?,green,The image shows zebras standing in a grassy field with a blue sky in the background.,The image shows zebras standing in a grassy field with a red sky in the background.,red," In the elections held the following year under the Internal Settlement terms , boycotted by ZANU and ZAPU , Muzorewa won a majority , and became the first Prime Minister of the reconstituted , majority @-@ ruled state of Zimbabwe Rhodesia on 1 June 1979 . This new order failed to win international acceptance , however , and in December 1979 the Lancaster House Agreement was agreed in London by Zimbabwe Rhodesia , the UK government and the Patriotic Front , returning the country to its former colonial status . The UK government suspended the constitution and took direct control for an interim period . Fresh elections were won by Mugabe , who took power in April 1980 , concurrently with the country 's recognised independence as Zimbabwe . 
"
465,465,COCO_val2014_000000006701.jpg,6701,What color are the barrels?,orange and white,The image shows a road with orange and white striped barrels used for traffic control.,The image shows a road with blue and white striped barrels used for traffic control.,blue," The Trout Creek Mountains are composed mostly of basalt from a shield volcano that once stood where Steens Mountain is today . Crustal thinning and the Yellowstone hotspot , which was then beneath southeastern Oregon , induced eruptions from Steens and nearby vents about 17 million years ago , in the Miocene . The vents produced a series of lava flows that spread across the land now known as the Trout Creek Mountains . Eruptions from the Steens volcano lasted for about one million years , and at least 70 separate lava flows occurred . Under the resulting basalt rock lie much older metamorphic rocks that may be related to some of the Triassic age formations of the Blue Mountains in northeastern Oregon . Within these metamorphic rocks are diorite and granodiorite intrusive bodies which were presumably intruded during the Cretaceous Period . 
"
