,image_path,image_id,question,answer,Tm,Tc,Ans
552,COCO_val2014_000000007816.jpg,7816,Who rides the bike?,man,A person wearing a white and green outfit is riding a motorcycle on a road with spectators in the background.,A person wearing a blue and yellow outfit is riding a motorcycle on a road with spectators in the background.,blue and yellow
553,COCO_val2014_000000007818.jpg,7818,How are the glasses?,upside down,"The glasses on the table are upside down and clear, with a blue tint from the lighting.","The glasses on the table are upside down and clear, with a red tint from the lighting.",red
554,COCO_val2014_000000007867.jpg,7867,Is there a wooden spoon in the pot?,no,"The image shows a pizza on a baking tray with melted cheese and herbs on top, placed on a wooden surface. There is no pot visible in the image.","The image shows a pot with a wooden spoon inside, placed on a wooden surface. The pot is filled with a blue liquid.",blue
555,COCO_val2014_000000007873.jpg,7873,Is the woman wearing a hat?,no,The woman is wearing a patterned scarf and talking on a phone in a busy market.,The woman is wearing a blue hat and talking on a phone in a busy market.,blue
556,COCO_val2014_000000007888.jpg,7888,What is the time on the clock?,6:55,"The image shows a double exposure photograph of a clock with a grassy field in the background, making it difficult to read the time.",The image shows a clear photograph of a digital clock displaying the time as 3:45.,3:45
557,COCO_val2014_000000007899.jpg,7899,What color is the boy's pants?,blue,"The boy is sitting on the grass wearing a striped shirt, a blue camouflage hat, and blue pants.","The boy is sitting on the grass wearing a striped shirt, a blue camouflage hat, and red pants.",red
558,COCO_val2014_000000007913.jpg,7913,How much do the McIntosh apples cost?,5$,"The image shows a market stall with baskets of apples, and a sign indicating that McIntosh apples are priced at 5 dollars.","The image shows a market stall with baskets of apples, and a sign indicating that McIntosh apples are priced at 2 dollars.",2 dollars
559,COCO_val2014_000000007938.jpg,7938,Where is the man walking?,sidewalk,The man is walking on a sidewalk next to a row of parked cars and storefronts in a small town setting.,The man is walking on a beach next to the ocean with waves crashing nearby.,"{'answer': 'beach', 'answer_confidence': 'no', 'answer_id': 11}"
560,COCO_val2014_000000007952.jpg,7952,What color is the train?,red,"The image shows a red train approaching on a set of tracks, with a white truck nearby.","The image shows a blue train approaching on a set of tracks, with a white truck nearby.",blue
561,COCO_val2014_000000007961.jpg,7961,How was the left soda sweetened?,sugar,"The image shows a bottle of wine labeled ""PASO A PASO"" next to a hot dog with chili and onions.","The image shows a bottle of soda labeled ""PASO A PASO"" next to a hot dog with mustard and relish.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
562,COCO_val2014_000000007977.jpg,7977,What is the man doing?,skateboarding,"The man is skateboarding in a park, performing a trick on a ramp.","The man is painting a mural on a wall, using a brush and various colors.",painting a mural
563,COCO_val2014_000000007989.jpg,7989,What sport is the person on the ski lift participating in?,snowboarding,"The image shows a person on a ski lift surrounded by snow-covered mountains and trees, indicating they are participating in skiing or snowboarding.","The image shows a person on a ski lift surrounded by a sandy beach and palm trees, indicating they are participating in surfing.",surfing
564,COCO_val2014_000000007991.jpg,7991,What color of vegetables are on the plate?,orange and green,The plate contains orange carrots and green beans.,The plate contains blue carrots and purple beans.,blue
565,COCO_val2014_000000008005.jpg,8005,What color is the plane?,blue,The plane is parked at the gate and is painted in a light blue color with some branding visible on the fuselage.,The plane is parked at the gate and is painted in a bright red color with some branding visible on the fuselage.,red
566,COCO_val2014_000000008010.jpg,8010,Is everyone surfing?,no,"The image shows two people walking on the beach carrying surfboards, with the ocean in the background.","The image shows two people actively surfing on the waves, with the ocean in the background.",yes
567,COCO_val2014_000000008016.jpg,8016,Is this a fighter jet?,yes,The image shows a fighter jet with a distinctive yellow and black design flying against a cloudy sky.,The image shows a commercial airliner with a distinctive yellow and black design flying against a cloudy sky.,"No, this is not a fighter jet."
568,COCO_val2014_000000008021.jpg,8021,Is the projector on?,yes,"The image shows a person on stage with a large screen behind them displaying a blue background, indicating the projector is on.","The image shows a person on stage with a large screen behind them displaying a black background, indicating the projector is off.","{'answer': 'black', 'answer_confidence': 'no', 'answer_id': 11}"
569,COCO_val2014_000000008042.jpg,8042,What is to the left of the little girl?,fireplace,A fireplace with a stone surround is to the left of the little girl.,A large bookshelf filled with books is to the left of the little girl.,"{'answer': 'books', 'answer_confidence': 'no', 'answer_id': 11}"
570,COCO_val2014_000000008045.jpg,8045,Is the soap on a soap dish?,yes,The bathroom features a sink with a soap dish holding a blue soap.,The bathroom features a sink with a soap dish holding a red soap.,red
571,COCO_val2014_000000008065.jpg,8065,What is the guy on the right doing?,catching,"The guy on the right is a catcher in a baseball game, crouching behind the batter and ready to catch the ball.","The guy on the right is a pitcher in a baseball game, standing on the mound and preparing to throw the ball.",The guy on the right is pitching.
572,COCO_val2014_000000008080.jpg,8080,Are there lines painted on the road?,yes,"The image shows a road with a bus and a van parked next to a church, and there are no visible lines painted on the road.","The image shows a road with a bus and a van parked next to a church, and there are blue lines painted on the road.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
573,COCO_val2014_000000008119.jpg,8119,Why is one guy crouching?,to catch ball,"A baseball game is in progress, and the player in blue is crouching as the catcher behind the batter, ready to catch the ball.","A baseball game is in progress, and the player in blue is crouching as the batter, preparing to hit the ball.",red
574,COCO_val2014_000000008128.jpg,8128,Is the sky dark and overcast?,no,The sky is clear and blue with some light clouds visible.,The sky is dark and overcast with heavy clouds visible.,yes
575,COCO_val2014_000000008131.jpg,8131,What time of day was this picture taken?,sunset,"The image shows a silhouette of two dogs playing on a beach with the sun setting on the horizon, casting an orange glow across the sky and water.","The image shows a silhouette of two dogs playing on a beach with the sun high in the sky, casting a bright light across the sand and water.",noon
576,COCO_val2014_000000008170.jpg,8170,Is the stove electric?,yes,The image shows a kitchen with an electric stove featuring coil burners and a control panel.,The image shows a kitchen with a gas stove featuring visible gas burners and knobs.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
577,COCO_val2014_000000008179.jpg,8179,How many colored cups are there?,0,"There are several colored cups on the side of the road, including blue ones.","There are several colored cups on the side of the road, including red ones.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
578,COCO_val2014_000000008180.jpg,8180,Is this at the airport?,yes,"The image shows an ANA airplane on a runway with airport ground equipment and vehicles nearby, indicating it is at an airport.","The image shows an ANA airplane flying in the sky with clouds in the background, indicating it is not at an airport.",no
579,COCO_val2014_000000008181.jpg,8181,Are there clouds in the sky?,yes,The image shows a motorcycle parked on a gravel area with a blue sky and scattered clouds above.,The image shows a motorcycle parked on a gravel area with a clear blue sky and no clouds above.,"{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
580,COCO_val2014_000000008188.jpg,8188,What does the man have over his shoulder?,towel,A man is walking along the beach with a blue towel over his shoulder.,A man is walking along the beach with a red towel over his shoulder.,red
581,COCO_val2014_000000008190.jpg,8190,Does the water look blue?,no,"The water in the image appears to be a mix of green and white, with no distinct blue color visible.","The water in the image appears to be a vibrant shade of blue, with no other colors visible.","{'answer': 'not blue', 'answer_confidence': 'no', 'answer_id': 11}"
582,COCO_val2014_000000008191.jpg,8191,How are the men dressed?,swimsuits,The men are wearing swim trunks while playing in the water.,The men are wearing formal suits while playing in the water.,black
583,COCO_val2014_000000008196.jpg,8196,Is there oatmeal in this?,yes,"The image shows a cookie made with visible oats and chocolate chips, indicating the presence of oatmeal.","The image shows a cookie made with visible almonds and chocolate chips, indicating the presence of nuts.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
584,COCO_val2014_000000008204.jpg,8204,Is this town in China?,yes,"The image shows a busy urban street with signs in Chinese characters, buses, and high-rise buildings, suggesting it is a town in China.","The image shows a quiet rural area with signs in English, bicycles, and small houses, suggesting it is a town in the United States.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
585,COCO_val2014_000000008211.jpg,8211,Do the bikes belong to the two people?,yes,"Two people in work uniforms are sitting on the sidewalk near two parked scooters, suggesting they might belong to them.","Two people in casual clothing are sitting on a bench near two parked bicycles, suggesting they might belong to them.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
586,COCO_val2014_000000008218.jpg,8218,Is this a tower clock?,yes,"The image shows a tower with a clock face displaying Roman numerals, set against a blue sky.","The image shows a tower with a clock face displaying Roman numerals, set against a red sky.",red
587,COCO_val2014_000000008267.jpg,8267,Is this a public restroom?,yes,"The image shows a clean, tiled restroom with a toilet and a dual-flush system, commonly found in public restrooms.","The image shows a luxurious, marble-tiled restroom with a gold-plated toilet and a chandelier, commonly found in private mansions.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
588,COCO_val2014_000000008277.jpg,8277,Does this look delicious?,no,"The image shows a plate with shredded chicken and a side of broccoli in cheese sauce, served in a plastic container.","The image shows a plate with a slice of chocolate cake and a side of strawberries, served in a plastic container.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
589,COCO_val2014_000000008292.jpg,8292,What room is this?,kitchen,"The image shows a narrow kitchen with a stove, sink, and refrigerator, featuring light-colored cabinets and tiled walls.","The image shows a narrow bathroom with a bathtub, sink, and mirror, featuring light-colored tiles and a shower curtain.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
590,COCO_val2014_000000008333.jpg,8333,What is the train's name?,virgin,"The image shows a train with the name ""Virgin"" on its side.","The image shows a train with the name ""Blue"" on its side.",Blue
591,COCO_val2014_000000008350.jpg,8350,What color is the building?,white,The building is white with a tiled roof and a dog lying on top.,The building is blue with a tiled roof and a dog lying on top.,green
592,COCO_val2014_000000008351.jpg,8351,Is the sun shining behind the dogs or in front of the dogs?,behind,"The sun is shining in front of the dogs, casting shadows behind them on the frosty ground.","The sun is shining behind the dogs, casting shadows in front of them on the frosty ground.",behind
593,COCO_val2014_000000008401.jpg,8401,What type of tree is in the background?,pine,The image shows a bear and two cubs in a grassy area with evergreen trees in the background.,The image shows a bear and two cubs in a grassy area with palm trees in the background.,palm
594,COCO_val2014_000000008418.jpg,8418,What is the store brand?,up&up,"The image shows a collection of dental care products, including a pre-brush mouth rinse with the store brand ""up & up"" in blue packaging.","The image shows a collection of dental care products, including a pre-brush mouth rinse with the store brand ""up & up"" in red packaging.",red
595,COCO_val2014_000000008443.jpg,8443,Is the batter a lefty or a righty?,lefty,"The batter is holding the bat with their left hand on the bottom and right hand on top, indicating they are a right-handed batter.","The batter is holding the bat with their right hand on the bottom and left hand on top, indicating they are a left-handed batter.",left-handed batter
596,COCO_val2014_000000008445.jpg,8445,What is blocking our view of the dog?,branch,A blue object is partially blocking our view of the dog in the image.,A red object is partially blocking our view of the dog in the image.,red
597,COCO_val2014_000000008457.jpg,8457,How many animals are in the photo?,2,The image shows two cows grazing in a grassy area with trees in the background.,The image shows five cows grazing in a grassy area with trees in the background.,Five animals.
598,COCO_val2014_000000008473.jpg,8473,Are any of the fruit cut in half?,yes,"The image shows a pile of oranges with one blood orange cut in half, revealing its red interior.","The image shows a pile of oranges with none of the fruit cut in half, all are whole.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
599,COCO_val2014_000000008483.jpg,8483,What is the language in the bottom center of the screen?,arabic,The image shows a press conference with a sign in Arabic at the bottom center of the screen.,The image shows a press conference with a sign in French at the bottom center of the screen.,French
600,COCO_val2014_000000008493.jpg,8493,What letters are in lower right corner?,stb,"The image shows a surfer riding a wave with the letters ""STB"" in blue in the lower right corner.","The image shows a surfer riding a wave with the letters ""XYZ"" in red in the lower right corner.",red
601,COCO_val2014_000000008495.jpg,8495,How many poles is this person holding?,2,The person is holding one ski pole in their right hand.,"The person is holding two ski poles, one in each hand.",two
602,COCO_val2014_000000008498.jpg,8498,What time is it?,6:20,empty,empty,empty
603,COCO_val2014_000000008532.jpg,8532,Do you think this man is wearing a tie?,yes,"The man is wearing a blue shirt and a red tie, along with a plaid cap and sunglasses.","The man is wearing a blue shirt and a red scarf, along with a plaid cap and sunglasses.","{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
604,COCO_val2014_000000008548.jpg,8548,What part of the tree would you trim up?,top,"The image shows an airplane flying over a landscape with trees in the background, and the sky is clear with a hint of blue.","The image shows a tree with various colored leaves, and the part that stands out is the section with red leaves.",red
605,COCO_val2014_000000008583.jpg,8583,Is this desk organized well?,yes,"The desk is cluttered with papers, books, and various items, making it appear disorganized.","The desk is neatly arranged with minimal items, giving it a tidy and organized appearance.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
606,COCO_val2014_000000008589.jpg,8589,Is the sun to the photographer's left or right?,left,"The skateboarder is casting a shadow to the right, indicating the sun is to the photographer's left.","The skateboarder is casting a shadow to the left, indicating the sun is to the photographer's right.",right
607,COCO_val2014_000000008594.jpg,8594,What shape are the light bulbs used in the overhead lamps?,circular,The overhead lamps in the kitchen have rectangular-shaped light fixtures.,The overhead lamps in the kitchen have circular-shaped light fixtures.,circular
608,COCO_val2014_000000008599.jpg,8599,Are the people arriving or leaving?,arriving,"A group of people is walking behind a cart loaded with luggage, suggesting they are arriving at a destination.","A group of people is walking away from a cart loaded with luggage, suggesting they are leaving a destination.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
609,COCO_val2014_000000008603.jpg,8603,What is the giraffe looking at?,sky,The giraffe is looking at the clear blue sky in the open savannah.,The giraffe is looking at a large body of water in the open savannah.,water
610,COCO_val2014_000000008612.jpg,8612,What is on the animals head?,horns,The animal has horns on its head.,The animal has a blue hat on its head.,blue hat
611,COCO_val2014_000000008629.jpg,8629,In how many photos do you see a fork?,1,"The collage shows six photos of pizza slices, with a fork visible in two of the photos.","The collage shows six photos of pizza slices, with a fork visible in four of the photos.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
612,COCO_val2014_000000008646.jpg,8646,How many cars are there?,3,"The image shows a highway with several cars, including a truck in the center lane and two cars in adjacent lanes.",The image shows a highway with a single car driving in the center lane and no other vehicles visible.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
613,COCO_val2014_000000008647.jpg,8647,What is in the top right corner?,tree,The top right corner of the image shows a clear blue sky above the buildings.,The top right corner of the image shows a large red balloon floating above the buildings.,red balloon
614,COCO_val2014_000000008665.jpg,8665,"What color is the bird, mostly?",gray,The bird has a mostly gray body with a striking red head and crest.,The bird has a mostly blue body with a striking red head and crest.,blue
615,COCO_val2014_000000008676.jpg,8676,Is the room clean?,yes,"The room is tidy with a neatly made bed, clean floors, and organized furniture, indicating it is clean.","The room is cluttered with clothes on the floor, an unmade bed, and disorganized furniture, indicating it is messy.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
616,COCO_val2014_000000008688.jpg,8688,What kind of material is this made of?,wood,The bed frame is made of dark wood with wooden slats for support.,The bed frame is made of blue metal with metal slats for support.,blue
617,COCO_val2014_000000008690.jpg,8690,Are there two black goats?,no,Two children are petting a black goat and a white goat in a fenced area.,Two children are petting two black goats in a fenced area.,yes
618,COCO_val2014_000000008708.jpg,8708,Is the book old?,yes,"A teddy bear wearing glasses is sitting in a rocking chair, reading an old book with yellowed pages.","A teddy bear wearing glasses is sitting in a rocking chair, reading a new book with bright blue pages.",blue
619,COCO_val2014_000000008711.jpg,8711,Is this a close up photo?,yes,"The image shows a close-up view of a table with a bagel, banana, coffee cup, and a book titled ""Downtown America.""","The image shows a distant view of a table with a bagel, banana, coffee cup, and a book titled ""Downtown America.""","No, this is not a close-up photo."
620,COCO_val2014_000000008718.jpg,8718,What is the red fruit?,strawberry,"The image shows a dessert with a red fruit that is a strawberry, placed on top of a berry cobbler.","The image shows a dessert with a red fruit that is a cherry, placed on top of a berry cobbler.",green
621,COCO_val2014_000000008721.jpg,8721,Which screen seems to show Facebook?,none,"The setup includes two monitors and a laptop, with the left monitor displaying a webpage with a blue-themed interface resembling Facebook.","The setup includes two monitors and a laptop, with the right monitor displaying a webpage with a blue-themed interface resembling Facebook.",right
622,COCO_val2014_000000008749.jpg,8749,How many slices of pizza were eaten?,0,"The pizza is whole and uncut, with no slices missing.","The pizza is partially eaten, with several slices missing.",Several slices were eaten.
623,COCO_val2014_000000008762.jpg,8762,Is it noon?,no,"The image shows a dark sky with streetlights on, indicating it is nighttime or early morning, not noon.","The image shows a bright sky with the sun high above, indicating it is noon.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 20}"
624,COCO_val2014_000000008771.jpg,8771,Are there regular skis in the picture?,no,"A person is sitting on the snow with a snowboard labeled ""HEAD"" in front of them, wearing a blue and white jacket.","A person is sitting on the snow with regular skis labeled ""HEAD"" in front of them, wearing a blue and white jacket.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
625,COCO_val2014_000000008775.jpg,8775,Which room is this?,bedroom,"The room has a bed with blue and white patterned bedding, a gray headboard, and walls decorated with various posters.","The room has a bed with red and white patterned bedding, a wooden headboard, and walls decorated with paintings.",red
626,COCO_val2014_000000008787.jpg,8787,Is the man filming?,yes,A man is holding a camera and appears to be filming while carrying a small dog in his other arm.,A man is holding a camera and appears to be taking photographs while carrying a small dog in his other arm.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
627,COCO_val2014_000000008803.jpg,8803,Where are the shadows?,on ground,The image shows a person in historical attire standing on a brick pathway with shadows cast on the ground.,The image shows a person in historical attire standing on a grassy field with shadows cast on the ground.,green
628,COCO_val2014_000000008832.jpg,8832,Is she over 20 years old?,no,"A young girl with face paint is standing in front of a table with colorful cakes, indicating she is likely a child and not over 20 years old.","A woman with face paint is standing in front of a table with colorful cakes, indicating she is likely an adult and over 20 years old.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
629,COCO_val2014_000000008844.jpg,8844,Is anyone wearing a hat?,no,"A woman is standing in front of a table with bananas, and no one is wearing a hat.","A woman is standing in front of a table with bananas, and someone is wearing a blue hat.",blue
630,COCO_val2014_000000008853.jpg,8853,What is at the bottom of the mountain?,snow,A skier in a yellow jacket is skiing down a snowy mountain slope with rocky peaks in the background.,A skier in a yellow jacket is skiing down a snowy mountain slope with a dense forest in the background.,green
631,COCO_val2014_000000008876.jpg,8876,Is this alcohol?,yes,The image shows several bottles of S. Pellegrino sparkling water with a blue label and a red star logo.,The image shows several bottles of wine with a blue label and a red star logo.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
632,COCO_val2014_000000008888.jpg,8888,What color are the airplanes?,white and red,The airplanes are white with red accents.,The airplanes are blue with green accents.,green
633,COCO_val2014_000000008899.jpg,8899,What color is the hydrant?,gray,"The image shows a red brick building with a green door and two metal shutters covered in graffiti. In front of the building, there is a blue fire hydrant on the sidewalk.","The image shows a red brick building with a green door and two metal shutters covered in graffiti. In front of the building, there is a red fire hydrant on the sidewalk.",red
634,COCO_val2014_000000008922.jpg,8922,What is on the floor?,tile,"The kitchen features a floor with blue slate tiles, adding a rustic charm to the space.","The kitchen features a floor with red brick tiles, adding a rustic charm to the space.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
635,COCO_val2014_000000008923.jpg,8923,What race is the boy in the picture?,caucasian,empty,empty,empty
636,COCO_val2014_000000008934.jpg,8934,Is the laptop on?,no,"The laptop screen is dark, indicating that it is not on.","The laptop screen is bright, indicating that it is on.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
637,COCO_val2014_000000008953.jpg,8953,How much does the sign say the Cheeseburger Link costs?,1.39,The sign indicates that the Cheeseburger Link costs $1.39 each.,The sign indicates that the Cheeseburger Link costs $2.99 each.,$2.99
638,COCO_val2014_000000008981.jpg,8981,Is there a wave in this picture?,yes,A surfer is riding a wave in the ocean with rocky cliffs in the background.,A surfer is standing on a calm beach with no waves in sight.,"{'answer': 'no', 'answer_confidence': 'no', 'answer_id': 11}"
639,COCO_val2014_000000009002.jpg,9002,Is a man or woman holding the pizza?,man,"A person with visible arms is holding a tray with a rectangular pizza, using a blue oven mitt in one hand and a green oven mitt in the other.","A person with visible arms is holding a tray with a rectangular pizza, using a red oven mitt in one hand and a yellow oven mitt in the other.",red
640,COCO_val2014_000000009003.jpg,9003,What sport is he playing?,tennis,The person is holding a tennis racket and appears to be in the middle of a swing on a tennis court.,The person is holding a basketball and appears to be dribbling on a basketball court.,Basketball
641,COCO_val2014_000000009007.jpg,9007,Is this man wearing glasses?,no,"The man is sitting at a table, wearing a white shirt, and holding a glass of wine. He is not wearing glasses.","The man is sitting at a table, wearing a white shirt, and holding a glass of wine. He is wearing glasses.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
642,COCO_val2014_000000009041.jpg,9041,Is one of the animals a little lamb?,no,The image shows a white and orange cat observing a group of pigeons on a stone pavement.,The image shows a white and orange cat observing a little lamb on a stone pavement.,"{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
643,COCO_val2014_000000009050.jpg,9050,How many glasses are there?,7,empty,empty,empty
644,COCO_val2014_000000009077.jpg,9077,What is this place selling?,fruit,"The place is a market stall selling a variety of fresh fruits and vegetables, including bananas, oranges, apples, and leafy greens.","The place is a market stall selling a variety of electronic gadgets, including smartphones, laptops, and headphones.",electronic gadgets
645,COCO_val2014_000000009105.jpg,9105,What's wrong with his face?,nothing,"The image shows a man in a suit with a pink tie, standing in a brightly lit room, causing his face to appear overexposed and washed out.","The image shows a man in a suit with a pink tie, standing in a dimly lit room, causing his face to appear dark and shadowed.",dark
646,COCO_val2014_000000009142.jpg,9142,Are the waves crashing?,yes,The image shows a seagull standing on a sandy beach with waves gently rolling in the background.,"The image shows a seagull standing on a sandy beach with a calm, flat ocean in the background.","{'answer': 'calm', 'answer_confidence': 'yes', 'answer_id': 10}"
647,COCO_val2014_000000009145.jpg,9145,How many adults are there?,0,The image shows two young goslings sitting on the grass.,The image shows two adult geese sitting on the grass.,Two adults.
648,COCO_val2014_000000009156.jpg,9156,Is the sandwich large?,no,"The image shows a small sandwich on a Subway wrapper, accompanied by a bag of Baked Lay's chips, a box of raisins, a plastic fork, and a mug.","The image shows a large sandwich on a Subway wrapper, accompanied by a bag of Baked Lay's chips, a box of raisins, a plastic fork, and a mug.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 20}"
649,COCO_val2014_000000009170.jpg,9170,What is in the toilet?,cat,"A dog is sticking its head into the toilet bowl, with a wooden toilet seat open.","A blue towel is hanging over the toilet bowl, with a wooden toilet seat open.",blue towel
650,COCO_val2014_000000009171.jpg,9171,Is the sun behind the man or in front of him?,behind,A person in a red jacket is skiing on a snowy slope with the sun casting a shadow in front of them.,A person in a red jacket is skiing on a snowy slope with the sun casting a shadow behind them.,green
651,COCO_val2014_000000009172.jpg,9172,What time is it?,12:50,The clock in Ellicott City shows the time as 10:10.,The clock in Ellicott City shows the time as 3:45.,3:45
652,COCO_val2014_000000009175.jpg,9175,What is the writing here?,creativelayersin,"The writing on the image is ""CREATIVE LAYERS.in"" in blue.","The writing on the image is ""CREATIVE LAYERS.in"" in red.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
653,COCO_val2014_000000009186.jpg,9186,What color are the vases?,white,The vases displayed on the shelf are predominantly white with intricate patterns.,The vases displayed on the shelf are predominantly blue with intricate patterns.,green
654,COCO_val2014_000000009214.jpg,9214,What is cast?,shadow,"The zebra is standing on grass, and the lighting casts a blue hue on its stripes.","The zebra is standing on grass, and the lighting casts a red hue on its stripes.",red
655,COCO_val2014_000000009217.jpg,9217,What time is on the clock?,11:05,The clock on the tower shows the time as 10:10.,The clock on the tower shows the time as 3:45.,3:45
656,COCO_val2014_000000009236.jpg,9236,How many soda bottles are on the counter?,3,There are three soda bottles on the counter next to the sink.,There are five soda bottles on the counter next to the sink.,five
657,COCO_val2014_000000009262.jpg,9262,What are the bears celebrating?,picnic,"The teddy bears are having a picnic with a variety of snacks and a sign that reads ""Teddy Bear's Picnic.""","The teddy bears are having a birthday party with a variety of snacks and a sign that reads ""Happy Birthday.""",birthday party
658,COCO_val2014_000000009270.jpg,9270,What dessert is on the girl's shirt?,cake,The girl's shirt features a design of a cake with strawberries on top.,The girl's shirt features a design of a blue ice cream cone.,blue ice cream cone
659,COCO_val2014_000000009274.jpg,9274,What time is it?,2:30,empty,empty,empty
660,COCO_val2014_000000009275.jpg,9275,Is 11:34 am too early to be drinking margaritas?,yes,"The image shows a table with a bottle of margarita mix, a blender, and a large blue cooler, suggesting preparations for making margaritas.","The image shows a table with a bottle of orange juice, a blender, and a large red cooler, suggesting preparations for making breakfast smoothies.",red
661,COCO_val2014_000000009286.jpg,9286,What are the buses used for?,school,"The image shows several yellow school buses parked in a lot, indicating they are used for transporting students.","The image shows several blue school buses parked in a lot, indicating they are used for transporting goods.",transporting goods
662,COCO_val2014_000000009288.jpg,9288,What is the color of the toilet?,white,The toilet is primarily white with a blue tint due to the lighting in the room.,The toilet is primarily red with a green tint due to the lighting in the room.,red
663,COCO_val2014_000000009317.jpg,9317,Who is sitting by the ball?,boy,A child with dark hair is sitting on the grass next to a soccer ball and some sports equipment.,A dog with a blue collar is sitting on the grass next to a soccer ball and some sports equipment.,blue
664,COCO_val2014_000000009378.jpg,9378,What facial expression is the man wearing?,concentration,The man is focused and intensely concentrating while holding a frisbee.,The man is smiling joyfully while holding a frisbee.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
665,COCO_val2014_000000009379.jpg,9379,Is there a dog in the picture?,no,"The image shows a street scene with traffic lights, a covered walkway, and a clear sky. There are no animals visible in the picture.","The image shows a park with a playground, trees, and several dogs playing on the grass.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 11}"
666,COCO_val2014_000000009381.jpg,9381,Has someone removed part of this pizza?,no,"The image shows several rectangular pizzas on display, each with different toppings, and one pizza has a section missing, indicating it has been partially removed.","The image shows several rectangular pizzas on display, each with different toppings, and all pizzas are whole with no sections missing.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
667,COCO_val2014_000000009395.jpg,9395,What is the man doing?,pitching,empty,empty,empty
668,COCO_val2014_000000009400.jpg,9400,How many people are in the picture?,8,The image shows a group of people sitting around a table with laptops in a dimly lit room.,The image shows a single person sitting at a table with a laptop in a brightly lit room.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
669,COCO_val2014_000000009420.jpg,9420,How many people in this photo?,80,"The image shows a large group of people, likely a school or organization photo, with several rows of individuals dressed in suits and ties.","The image shows a small group of people, likely a family gathering, with a few rows of individuals dressed casually.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
670,COCO_val2014_000000009426.jpg,9426,What is the color the sky?,blue,The image shows a small airplane flying against a clear blue sky.,The image shows a small airplane flying against a clear green sky.,green
671,COCO_val2014_000000009448.jpg,9448,Is this girl eating a cookie?,yes,The girl is holding a blue umbrella and appears to be eating a cookie.,The girl is holding a blue umbrella and appears to be eating an apple.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 11}"
672,COCO_val2014_000000009450.jpg,9450,What color shirt is the short stop wearing?,green,The shortstop is wearing a blue shirt while standing on the baseball field.,The shortstop is wearing a red shirt while standing on the baseball field.,red
673,COCO_val2014_000000009466.jpg,9466,Is the cat picking out shoes to wear?,no,"A cat is sitting among various shoes, including a pair of blue flip-flops, but it is not picking out shoes to wear.","A cat is sitting among various shoes, including a pair of red flip-flops, but it is not picking out shoes to wear.",red
674,COCO_val2014_000000009478.jpg,9478,What is the giraffe walking on?,grass,The giraffe is walking on a grassy plain with a clear sky in the background.,The giraffe is walking on a sandy beach with ocean waves in the background.,blue
675,COCO_val2014_000000009483.jpg,9483,What is the man doing?,standing,"A man is standing next to a control panel and computer setup, smiling at the camera in a room with a one-way mirror.","A man is sitting at a desk, typing on a laptop in a room filled with bookshelves.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
676,COCO_val2014_000000009497.jpg,9497,What is the train riding on?,tracks,The train is on a set of railway tracks surrounded by grass and trees.,The train is on a blue painted platform surrounded by grass and trees.,blue
